geographic_area,city,median_income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic,count
VA,Norfolk,44480.0,87.0,21.0,47.1,43.1,0.5,3.3,6.6,7
VA,Pearisburg,46792.0,86.9,7.8,96.3,2.3,0.1,0.4,1.0,1
VA,Portsmouth,45676.0,83.6,18.2,41.6,53.3,0.4,1.1,3.1,2
VA,Pulaski,37485.0,80.4,21.1,89.0,7.8,0.3,0.6,1.9,2
VA,Richmond,40758.0,83.2,25.5,40.8,50.6,0.3,2.3,6.3,4
VA,Roanoke,39930.0,84.4,21.2,64.2,28.5,0.3,1.8,5.5,1
VA,Suffolk,65499.0,87.5,11.5,52.3,42.7,0.3,1.6,2.9,1
VA,Virginia Beach,66634.0,93.3,8.3,67.7,19.6,0.4,6.1,6.6,2
VA,Winchester,45363.0,84.2,16.0,74.5,10.9,0.4,2.3,15.4,1
WA,Auburn,59347.0,87.6,15.9,70.5,4.9,2.3,8.9,12.9,2
WA,Bainbridge Island,101689.0,98.4,5.4,91.0,0.4,0.5,3.2,3.9,1
WA,Bellingham,43536.0,92.7,23.0,84.9,1.3,1.3,5.1,7.0,1
WA,Burien,53712.0,83.3,18.2,63.5,5.9,1.5,9.9,20.7,2
WA,Cle Elum,45324.0,90.6,21.8,92.1,0.4,0.7,1.0,5.8,1
WA,Des Moines,58057.0,85.3,13.7,63.5,9.1,1.1,10.7,15.2,2
WA,East Wenatchee,53206.0,81.4,16.9,80.1,0.3,1.2,0.9,23.4,1
WA,Everett,49578.0,88.1,17.6,74.6,4.1,1.4,7.8,14.2,1
WA,Federal Way,55673.0,89.9,15.4,57.5,9.7,0.9,14.2,16.2,1
WA,Fife,55603.0,88.8,14.8,55.2,8.2,3.0,15.5,17.4,1
WA,Graham,74107.0,94.5,5.1,82.6,4.0,1.2,2.8,6.3,1
WA,Grapeview,62560.0,90.1,25.5,93.4,0.2,0.1,1.6,2.2,1
WA,Kelso,33843.0,83.0,30.6,85.2,0.8,2.1,1.6,11.3,2
WA,Kennewick,51661.0,86.5,18.1,78.5,1.7,0.8,2.4,24.2,1
WA,Kent,60191.0,85.4,15.5,55.5,11.3,1.0,15.2,16.6,2
WA,Kirkland,92127.0,96.3,6.3,79.3,1.8,0.4,11.3,6.3,1
WA,Lacey,59407.0,93.6,9.9,74.2,5.4,1.2,8.0,9.2,1
WA,Lake Stevens,74159.0,90.7,9.0,85.1,1.7,0.9,3.6,8.6,2
WA,Lakewood,44902.0,88.1,20.7,59.3,11.8,1.3,9.0,15.3,2
WA,Lynnwood,50554.0,88.3,16.0,63.8,5.5,1.1,17.3,13.3,1
WA,Olympia,53617.0,93.3,17.7,83.7,2.0,1.1,6.0,6.3,1
WA,Pasco,55319.0,71.9,18.8,55.8,1.9,0.5,1.9,55.7,1
WA,Richland,67483.0,95.4,10.6,87.0,1.4,0.8,4.7,7.8,1
WA,Ridgefield,79243.0,96.5,7.9,92.4,0.9,0.8,2.0,5.1,1
WA,Seattle,70594.0,93.4,13.5,69.5,7.9,0.8,13.8,6.6,6
WA,Shelton,37072.0,80.1,28.6,78.9,0.8,3.7,1.1,19.2,1
WA,Snohomish,55648.0,92.2,12.7,89.0,0.5,1.1,2.1,8.0,1
WA,Spanaway,59303.0,87.7,12.8,63.7,10.8,1.1,6.6,10.6,1
WA,Spokane,42386.0,91.6,19.9,86.7,2.3,2.0,2.6,5.0,4
WA,Sumas,55161.0,80.5,8.0,83.7,1.5,2.4,1.5,15.8,1
WA,Tacoma,52042.0,87.6,18.0,64.9,11.2,1.8,8.2,11.3,4
WA,Tukwila,45923.0,82.7,23.7,43.9,17.9,1.1,19.0,17.5,1
WA,Vancouver,50626.0,89.7,14.8,80.9,2.9,1.0,5.0,10.4,4
WA,Wapato,32722.0,44.4,36.6,17.2,0.3,6.6,1.3,84.2,1
WA,Wenatchee,46865.0,81.4,14.0,76.7,0.4,1.2,1.1,29.4,1
WA,Woodland,62430.0,82.0,19.4,86.4,0.9,0.7,0.8,16.6,1
WA,Yakima,40726.0,73.3,23.0,67.1,1.7,2.0,1.5,41.3,1
WV,Beckley,34944.0,86.1,21.8,72.3,21.2,0.3,2.4,1.5,1
WV,Bluefield,34972.0,85.6,23.4,73.7,23.0,0.3,0.5,0.9,1
WV,Brandywine,27679.0,60.9,23.5,96.3,0.5,0.0,0.0,0.0,1
WV,Buckhannon,30833.0,86.7,28.2,94.5,2.1,0.2,0.9,2.5,1
WV,Clendenin,42461.0,82.2,12.6,98.7,0.2,0.0,0.3,0.1,1
WV,Elkins,38214.0,88.8,19.4,96.5,1.2,0.2,0.8,1.1,1
WV,Fairmont,36086.0,88.1,24.9,88.9,7.5,0.2,0.6,1.4,1
WV,Follansbee,51144.0,87.6,18.0,97.6,0.3,0.1,0.2,0.7,1
WV,Fort Ashby,26410.0,95.0,15.7,99.1,0.1,0.1,0.4,0.5,1
WV,Grafton,34844.0,84.8,20.1,97.1,0.7,0.3,0.2,0.9,1
WV,Hometown,85714.0,86.1,14.9,98.7,0.0,0.0,0.1,0.4,1
WV,Meadow Bridge,35192.0,70.4,26.1,99.2,0.0,0.0,0.3,0.3,1
WV,Montcalm,24375.0,71.8,48.5,97.7,0.4,0.8,0.6,0.0,1
WV,Morgantown,34090.0,93.7,34.1,89.7,4.1,0.1,3.4,2.6,3
WV,Mount Hope,21218.0,88.1,42.3,77.0,18.0,0.5,0.4,1.6,1
WV,Nitro,43434.0,90.6,12.9,94.7,2.3,0.5,0.6,1.6,1
WV,Princeton,30856.0,76.6,31.6,90.7,6.3,0.3,0.8,1.1,2
WV,Spencer,22453.0,75.1,30.8,97.5,0.0,0.1,0.3,1.7,1
WV,Weirton,39832.0,89.8,17.2,93.7,3.9,0.1,0.5,1.0,1
WI,Antigo,34225.0,88.1,22.1,95.1,0.5,1.4,0.4,2.7,1
WI,Appleton,53588.0,92.3,11.9,87.5,1.7,0.7,5.9,5.0,1
WI,Ashwaubenon,49924.0,93.8,9.6,90.6,1.2,2.1,3.1,2.8,1
WI,Beaver Dam,46728.0,88.2,12.7,93.0,0.8,0.3,1.0,7.5,1
WI,East Troy,49013.0,92.3,21.4,95.9,0.4,0.5,0.6,4.0,1
WI,Eau Claire,43541.0,94.1,18.7,91.4,1.1,0.5,4.6,1.9,4
WI,Fond du Lac,46499.0,91.1,13.4,90.6,2.5,0.7,1.8,6.4,1
WI,Green Bay,42826.0,86.6,18.2,77.9,3.5,4.1,4.0,13.4,1
WI,Greenfield,51149.0,91.4,9.8,88.6,2.3,0.7,3.9,8.4,1
WI,Jackson,54750.0,92.5,6.5,96.9,0.5,0.2,0.7,2.2,1
WI,Kenosha,49160.0,88.6,19.5,77.1,10.0,0.6,1.7,16.3,1
WI,Lake Hallie,64222.0,94.4,6.3,94.3,0.6,0.6,2.4,1.7,1
WI,Madison,54896.0,94.8,19.0,78.9,7.3,0.4,7.4,6.8,2
WI,Millston,50536.0,82.0,14.7,96.0,0.0,3.2,0.0,2.4,1
WI,Milwaukee,35958.0,82.1,28.7,44.8,40.0,0.8,3.5,17.3,7
WI,Monroe,39698.0,90.5,15.2,94.8,0.6,0.2,0.7,4.9,1
WI,Neenah,54134.0,94.0,10.8,93.7,1.3,0.7,1.4,3.8,1
WI,New London,44977.0,88.6,16.0,93.2,0.2,0.7,0.9,6.9,1
WI,Oshkosh,42650.0,89.3,17.9,90.5,3.1,0.8,3.2,2.7,1
WI,Paddock Lake,65250.0,91.8,11.8,95.5,0.5,0.5,0.3,5.2,1
WI,Pembine,59821.0,100.0,18.6,96.9,0.0,0.0,0.0,1.6,1
WI,Pine River,33571.0,89.6,27.2,98.0,0.0,2.0,0.0,0.0,1
WI,Rib Mountain,77591.0,96.8,3.4,93.1,0.2,0.3,5.6,1.0,1
WI,Sheboygan,43381.0,87.7,14.2,82.5,1.8,0.5,9.0,9.9,1
WI,Waukesha,59547.0,92.7,11.3,88.1,2.3,0.4,3.5,12.1,1
WI,Wausau,41575.0,89.1,16.6,83.7,1.4,0.8,11.1,2.9,1
WI,Wauwatosa,69460.0,96.6,6.4,89.6,4.5,0.3,2.8,3.1,2
WI,West Allis,45221.0,90.0,14.3,86.7,3.6,1.1,2.0,9.6,1
WI,Weston,49276.0,91.4,15.5,87.7,0.8,0.4,8.7,2.0,1
WY,Casper,57790.0,91.8,10.5,92.3,1.0,0.9,0.8,7.4,2
WY,Cheyenne,58219.0,93.4,11.2,87.4,2.9,1.0,1.2,14.5,1
WY,Douglas,60060.0,91.2,9.2,94.4,0.3,0.8,0.2,7.6,2
WY,Gillette,74165.0,90.4,9.0,92.2,0.4,1.2,0.7,9.5,1
WY,Laramie,39371.0,96.7,30.0,89.5,1.3,0.7,3.2,9.2,1
WY,Rawlins,56838.0,88.3,15.7,84.7,1.1,1.3,1.0,24.3,1
